restaurant,label,country,locality,region,zip,address
http://ontology.daniel-motz.de/ontology#Pizzeria_690,Barona Hot Dog Cart,US,http://www.wikidata.org/entity/Q14875607,CA,92040,1932 Wildcat Canyon Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_716,Lucky Strike Lanes - Belmar,US,http://www.wikidata.org/entity/Q1959011,CO,80226,415 S Teller
http://ontology.daniel-motz.de/ontology#Pizzeria_92,Tilted Kilt Mission Valley,US,http://www.wikidata.org/entity/Q1018781,CA,92108,1640 Camino Del Rio N
http://ontology.daniel-motz.de/ontology#Pizzeria_802,Chung Dam,US,Duluth,GA,30096,2550 Pleasant Hill Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_784,Fricker's Richmond,US,http://www.wikidata.org/entity/Q139694,East Haven,47374,3237 Chester Blvd
http://ontology.daniel-motz.de/ontology#Pizzeria_409,Maggiano's - Perimeter,US,http://www.wikidata.org/entity/Q4815973,GA,30346,4400 Ashford Dunwoody Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_556,Dancing Marlin,US,http://www.wikidata.org/entity/Q3642328,IL,60423,20590 S Lagrange Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_774,Maggiano's - Springfield,US,http://www.wikidata.org/entity/Q135615,VA,22150,6500 Springfield Mall
http://ontology.daniel-motz.de/ontology#Pizzeria_139,Maggiano's Little Italy,US,http://www.wikidata.org/entity/Q122546685,IL,60077,4999 Old Orchard Shopping Ctr
http://ontology.daniel-motz.de/ontology#Pizzeria_261,Maggiano's - Orlando,US,http://www.wikidata.org/entity/Q3287523,FL,32819,9101 International Dr
http://ontology.daniel-motz.de/ontology#Pizzeria_429,Mama's Bakery Pizza & Salad Bar,US,http://www.wikidata.org/entity/Q36091,MN,55402,800 Nicollet Mall
http://ontology.daniel-motz.de/ontology#Pizzeria_199,Dream Cafe,US,http://www.wikidata.org/entity/Q16557,TX,75201,2800 Routh St
http://ontology.daniel-motz.de/ontology#Pizzeria_237,Pizza Time,US,http://www.wikidata.org/entity/Q199797,WA,98405,3906 S 12th St
http://ontology.daniel-motz.de/ontology#Pizzeria_691,East Coast Wings & Grill,US,Wake Forest,NC,27587,12646 Capital Blvd
http://ontology.daniel-motz.de/ontology#Pizzeria_131,East Coast Wings & Grill,US,Kernersville,Matthewstown,27284,800 N Main St
http://ontology.daniel-motz.de/ontology#Pizzeria_132,Brando's Pizza,US,http://www.wikidata.org/entity/Q3473025,NY,14224,1042 Union Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_476,Fortune Cookie,US,Merchantville,NJ,8109,7708 Maple Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_503,Dragon Inn Chinese Restaurant,US,http://www.wikidata.org/entity/Q1535165,Phila,19151,7710 City Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_138,Doubledave's Pizzaworks,US,http://www.wikidata.org/entity/Q128321,TX,79707,3208 N Loop 250 W
http://ontology.daniel-motz.de/ontology#Pizzeria_452,Max Brenner Chocolate Bar,US,Paramus,NJ,7652,1 Garden State Plz
http://ontology.daniel-motz.de/ontology#Pizzeria_162,Victoria's Secret Pink,US,http://www.wikidata.org/entity/Q992432,MD,20895,11301 Rockville Pike
http://ontology.daniel-motz.de/ontology#Pizzeria_3,Lucky's Pub,US,http://www.wikidata.org/entity/Q2230568,TX,77003,801 Saint Emanuel St
http://ontology.daniel-motz.de/ontology#Pizzeria_450,Antoni's Italian Cafe,US,http://www.wikidata.org/entity/Q128891,LA,70503,1118 Coolidge Blvd
http://ontology.daniel-motz.de/ontology#Pizzeria_451,Johnny Carino's,US,Bozeman,MT,59718,2159 Burke St
http://ontology.daniel-motz.de/ontology#Pizzeria_572,Briatore,US,http://www.wikidata.org/entity/Q214164,WA,98005,13238 N E 20th St
http://ontology.daniel-motz.de/ontology#Pizzeria_676,Woodlands Restaurants,US,http://www.wikidata.org/entity/Q10884851,IL,61036,444 Eagle Ridge Dr
http://ontology.daniel-motz.de/ontology#Pizzeria_695,Mignon's At Sky Valley Resort,US,Desert Hot Springs,Sky Valley,92241,74711 Dillon Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_742,Joe's New York Pizza Pasta,US,Palm Coast,FL,32137,1070 Palm Coast Pkwy Nw
http://ontology.daniel-motz.de/ontology#Pizzeria_789,Angry Ham's Octane Bar & Grill,US,http://www.wikidata.org/entity/Q49350460,Framingham So,1701,2 Beacon St
http://ontology.daniel-motz.de/ontology#Pizzeria_219,Pietro's Coal Oven Pizza - South Street,US,http://www.wikidata.org/entity/Q1535165,PA,19147,121 123 South St
http://ontology.daniel-motz.de/ontology#Pizzeria_680,Xpress Pizzeria,US,http://www.wikidata.org/entity/Q929327,NY,11218,709 Church Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_816,Zi's Pizza,US,http://www.wikidata.org/entity/Q2872106,TX,78757,1809 1 W Anderson Ln
http://ontology.daniel-motz.de/ontology#Pizzeria_76,Austin's Pizza,US,http://www.wikidata.org/entity/Q2872106,TX,78726,7301 N Fm 620
http://ontology.daniel-motz.de/ontology#Pizzeria_37,Boston's Restaurant & Sports Bar,US,http://www.wikidata.org/entity/Q187805,City Of Spokane Valley,99216,14004 E Indiana Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_849,Redbox,US,http://www.wikidata.org/entity/Q81200,Togus,4330,284 Civic Center Dr
http://ontology.daniel-motz.de/ontology#Pizzeria_449,Obed & Isaac's Microbrewery and Eatery,US,http://www.wikidata.org/entity/Q135615,IL,62701,500 S 6th St
http://ontology.daniel-motz.de/ontology#Pizzeria_787,Sunset Grill & Lounge,US,Lake Havasu City,AZ,86403,271 Lake Havasu Ave S
http://ontology.daniel-motz.de/ontology#Pizzeria_465,Prime De Leon,US,http://www.wikidata.org/entity/Q2443674,Fmy,33901,33 Patio De Leon
http://ontology.daniel-motz.de/ontology#Pizzeria_366,Blackfinn Ameripub - Mt. Prospect,US,http://www.wikidata.org/entity/Q112459554,IL,60056,157 Randhurst Village Dr
http://ontology.daniel-motz.de/ontology#Pizzeria_815,West Bricktown,US,http://www.wikidata.org/entity/Q34863,OK,73104,124 E Sheridan
http://ontology.daniel-motz.de/ontology#Pizzeria_201,Nm Cafe At Neiman Marcus Topanga,US,http://www.wikidata.org/entity/Q575855,CA,91313,6550 Topanga Canyon Blvd
http://ontology.daniel-motz.de/ontology#Pizzeria_380,Nm Cafe At Neiman Marcus - Palo Alto,US,http://www.wikidata.org/entity/Q7128494,CA,94304,400 Stanford Shopping Ctr
http://ontology.daniel-motz.de/ontology#Pizzeria_207,The Sportsgrille,US,http://www.wikidata.org/entity/Q23197,TN,37201,121 4th Ave S
http://ontology.daniel-motz.de/ontology#Pizzeria_126,Ton's Drive-in,US,http://www.wikidata.org/entity/Q122592761,LA,70518,101 W Main St
http://ontology.daniel-motz.de/ontology#Pizzeria_259,Mama Pepino's Pizza,US,Mckeesport,PA,15131,2417 Oneil Blvd
http://ontology.daniel-motz.de/ontology#Pizzeria_396,The Uptown Restaurant & Bar,US,http://www.wikidata.org/entity/Q5083,Ny,10128,1576 3rd Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_584,Speakeasy Bar & Grill,US,http://www.wikidata.org/entity/Q101254,RI,2840,254 Thames St
http://ontology.daniel-motz.de/ontology#Pizzeria_407,Land Sharks Pizza Co,US,Destin,FL,32541,300 Harbor Blvd
http://ontology.daniel-motz.de/ontology#Pizzeria_614,Restaurant & Bar Ko,US,http://www.wikidata.org/entity/Q18094,Hono,96816,3196 Waialae Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_505,Marquart's Landing,US,http://www.wikidata.org/entity/Q939412,Clover Bottom,63090,300 W
http://ontology.daniel-motz.de/ontology#Pizzeria_127,Khan's Bar & Grill,US,http://www.wikidata.org/entity/Q939412,DC,20002,1125 H St NE
http://ontology.daniel-motz.de/ontology#Pizzeria_192,Mediterranean Harbour Bar & Grill,US,Hilton Head Island,SC,29928,13 Harbourside Ln
http://ontology.daniel-motz.de/ontology#Pizzeria_193,Pasta Faire,US,http://www.wikidata.org/entity/Q4883828,FL,34420,10401 Us 441
http://ontology.daniel-motz.de/ontology#Pizzeria_394,Papa John's Pizza,US,http://www.wikidata.org/entity/Q2118826,Park Hills,41011,1602 Madison Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_427,Papa John's Pizza,US,http://www.wikidata.org/entity/Q2962785,NC,28021,1407 E Main St
http://ontology.daniel-motz.de/ontology#Pizzeria_441,Papa John's Pizza,US,http://www.wikidata.org/entity/Q485716,AZ,85308,8251 W Union Hills Dr
http://ontology.daniel-motz.de/ontology#Pizzeria_456,Papa John's Pizza,US,E Windsor,NJ,,400 Us 130
http://ontology.daniel-motz.de/ontology#Pizzeria_644,Papa John's Pizza,US,Cedar City,UT,84720,1233 Sage Dr
http://ontology.daniel-motz.de/ontology#Pizzeria_176,Pizza Hut,US,http://www.wikidata.org/entity/Q139694,VA,23222,551 E Laburnum Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_326,The Ups Store,US,Encinitas,Olivenhain,92024,315 S Coast Highway 101
http://ontology.daniel-motz.de/ontology#Pizzeria_59,Harry's Pizza,US,Quincy,Quincy Center,2169,405 Sea St
http://ontology.daniel-motz.de/ontology#Pizzeria_512,Mezza Westwood,US,http://www.wikidata.org/entity/Q7989847,Rivervale,7675,20 Jefferson Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_44,La Hacienda,US,Americus,GA,31709,1602 E Forsyth St
http://ontology.daniel-motz.de/ontology#Pizzeria_47,Casa-Rica,US,http://www.wikidata.org/entity/Q948129,MD,21157,400 N Center St
http://ontology.daniel-motz.de/ontology#Pizzeria_469,La Hacienda Taqueria,US,Novato,San Marin,94945,1401 Grant Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_659,Los Compadres,US,http://www.wikidata.org/entity/Q49225,Pleasant Valley,89511,25 Foothill Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_846,Quesadillas Mexican Restaurant,US,http://www.wikidata.org/entity/Q470594,Brownhelm,44001,249 Church St
http://ontology.daniel-motz.de/ontology#Pizzeria_157,Oscar's Woodmont Kitchen,US,http://www.wikidata.org/entity/Q1025577,CT,6460,186 Hillside Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_111,Cafe Veloce,US,http://www.wikidata.org/entity/Q1362758,Kingsgate,98034,12514 120th Ave N E
http://ontology.daniel-motz.de/ontology#Pizzeria_175,Doughboys,US,http://www.wikidata.org/entity/Q16910,Bicentennial,90048,8136 W 3rd St
http://ontology.daniel-motz.de/ontology#Pizzeria_116,Tavern On The Square,US,Bothell,Queensgate,98011,18607 Bothell Way N E
http://ontology.daniel-motz.de/ontology#Pizzeria_359,The Allen Street Grill (hotel State College),US,State College,PA,16801-3838,100 W College Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_165,Bella Via,US,Long Island City,Queens,11101,4746 Vernon Blvd
http://ontology.daniel-motz.de/ontology#Pizzeria_183,Campania Pizza,US,Southlake,TX,76092,291 Grand Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_323,Avenue Italy Cucina Italiana,US,Rancho Palos Verdes,Pls Vrds Est,90275,31243 Palos Verdes Dr W
http://ontology.daniel-motz.de/ontology#Pizzeria_233,Lazy Mary's,US,http://www.wikidata.org/entity/Q2802663,Fort Devens,1432,30 Littleton Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_143,Sanderlings - Seascape Resort,US,Aptos,Seacliff,95003,1 Seascape Resort Dr
http://ontology.daniel-motz.de/ontology#Pizzeria_42,Tascali's Decades Pasta & Grill,US,Barboursville,WV,25504,6007 Us 60 E
http://ontology.daniel-motz.de/ontology#Pizzeria_643,The Brickyard Restaurant and Sports Bar,US,http://www.wikidata.org/entity/Q205905,Manor Ridge,17603,415 N Prince St
http://ontology.daniel-motz.de/ontology#Pizzeria_320,La Vita's Pizzeria,US,Moorestown,NJ,8057,121 W Main St
http://ontology.daniel-motz.de/ontology#Pizzeria_532,Planet Pizza,US,http://www.wikidata.org/entity/Q6077684,TX,75075,3000 Custer Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_666,Cvs/pharmacy,US,http://www.wikidata.org/entity/Q2837875,TX,75013,Mcdermott
http://ontology.daniel-motz.de/ontology#Pizzeria_673,Philly Cheese Steak Express,US,Vernon Hills,IL,60061,701 N Milwaukee Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_704,Jo-jo's Original Pizzeria,US,Rossford,OH,43460,616 Dixie Hwy
http://ontology.daniel-motz.de/ontology#Pizzeria_858,The Loophole,US,Johns Island,Seabrook Island,29455,2817 Maybank Hwy
http://ontology.daniel-motz.de/ontology#Pizzeria_110,Charlies American Grill & Spirits,US,Sioux City,IA,51101,701 Gordon Dr
http://ontology.daniel-motz.de/ontology#Pizzeria_290,Printers Inc Cafe,US,http://www.wikidata.org/entity/Q7128494,CA,94306,310 S California Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_712,P.j. Whelihan's Pub Restaurant,US,Downingtown,PA,19335,853 E Lancaster Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_298,Verdile's,US,http://www.wikidata.org/entity/Q2738238,Pleasantdale,12182,572 2nd Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_850,Villaggio Ristorante,US,Whitestone,Malba,11357,150 07 14th Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_257,Mario's Pizza,US,http://www.wikidata.org/entity/Q49227,Hanes,27103,1066 Hanes Mall Blvd
http://ontology.daniel-motz.de/ontology#Pizzeria_608,Nypd Pizza & Delicatessen,US,http://www.wikidata.org/entity/Q6505706,UT,84041,768 W 1425 N
http://ontology.daniel-motz.de/ontology#Pizzeria_868,Pietro's Restaurante,US,Bossier City,LA,71111,645 Boardwalk Blvd
http://ontology.daniel-motz.de/ontology#Pizzeria_392,Italian Jim's Restaurant,US,Edmond,OK,73034,15 S Broadway
http://ontology.daniel-motz.de/ontology#Pizzeria_149,Pizza Chef,US,http://www.wikidata.org/entity/Q2044,SC,29501,944 S Irby St
http://ontology.daniel-motz.de/ontology#Pizzeria_696,Cafe Taylor,US,http://www.wikidata.org/entity/Q205905,SC,29720,126 S Main St
http://ontology.daniel-motz.de/ontology#Pizzeria_299,Paloma's Pasta Cafe,US,Bronx,NY,10455,650 Westchester Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_374,Wei Chuan Kitchen,US,Little Ferry,NJ,7643,46 Bergen Tpke
http://ontology.daniel-motz.de/ontology#Pizzeria_647,Paesanos Delicatessen,US,http://www.wikidata.org/entity/Q122589495,Pamrapo,7002,108 Kennedy Blvd
http://ontology.daniel-motz.de/ontology#Pizzeria_778,L'allegria Restaurant,US,http://www.wikidata.org/entity/Q1883378,NJ,7940,11 Prospect St
http://ontology.daniel-motz.de/ontology#Pizzeria_453,El Rey Burrito Lounge,US,http://www.wikidata.org/entity/Q1311946,AL,36106,1031 E Fairview Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_169,Patrizio,US,http://www.wikidata.org/entity/Q5759927,TX,75104,305 W Fm 1382
http://ontology.daniel-motz.de/ontology#Pizzeria_171,Captains Point,US,http://www.wikidata.org/entity/Q6479210,OH,43331,305 E Harrison St
http://ontology.daniel-motz.de/ontology#Pizzeria_102,The Italian Oven,US,Connellsville,S Connelsvl,15425,623 Highland Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_708,Gourmet Seafood & Grill,US,Schwenksville,Fruitville,19473,4101 W Skippack Pike
http://ontology.daniel-motz.de/ontology#Pizzeria_49,Peter Piper Pizza,US,http://www.wikidata.org/entity/Q1012894,AZ,85044,4940 E Ray Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_613,Peter Piper Pizza,US,http://www.wikidata.org/entity/Q1324441,TX,79925,10501 Gateway Blvd W
http://ontology.daniel-motz.de/ontology#Pizzeria_105,Oh' Brian's on the Green,US,http://www.wikidata.org/entity/Q1086117,NJ,7066,1300 Raritan Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_674,Sweet Tomatoes,US,South Yarmouth,So Yarmouth,2664,461 Station Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_22,Casino's Pizza,US,Addison,IL,60101,190 N Swift Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_569,Stinger's Cafe,US,http://www.wikidata.org/entity/Q494723,CA,92832,Fullerton College
http://ontology.daniel-motz.de/ontology#Pizzeria_134,Ralph's Grocery Deli,US,http://www.wikidata.org/entity/Q5083,WA,98121,2035 4th Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_56,Carluccio's,US,http://www.wikidata.org/entity/Q1535165,PA,19147,932 S 10th St
http://ontology.daniel-motz.de/ontology#Pizzeria_33,Stissing House,US,Pine Plains,Mount Ross,12567,7801 S Main St
http://ontology.daniel-motz.de/ontology#Pizzeria_683,The Lafayette House,US,http://www.wikidata.org/entity/Q128891,NJ,7848,100 Route 94
http://ontology.daniel-motz.de/ontology#Pizzeria_719,Bascettis Italian Grille,US,http://www.wikidata.org/entity/Q133073,FL,34698,1568 Main St
http://ontology.daniel-motz.de/ontology#Pizzeria_487,Buttermilk Hill Restaruant and Bar,US,Sylacauga,Talladega Springs,35150,300 E 3rd St
http://ontology.daniel-motz.de/ontology#Pizzeria_339,Pizza Time,US,http://www.wikidata.org/entity/Q122552405,PA,19464,190 Moser Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_804,Pizza Time,US,Bennettsville,SC,29512,Hwy 15401
http://ontology.daniel-motz.de/ontology#Pizzeria_541,Jake's Italian Bistro & Brew,US,Yucaipa,CA,92399,12170 4th St
http://ontology.daniel-motz.de/ontology#Pizzeria_686,Grotto - The Woodlands,US,http://www.wikidata.org/entity/Q135615,TX,77380,9595 Six Pnes
http://ontology.daniel-motz.de/ontology#Pizzeria_820,Cafe Gratitude - Venice,US,http://www.wikidata.org/entity/Q585026,CA,90291,512 Rose Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_365,Brio Tuscan Grille - Las Vegas - Town Square,US,http://www.wikidata.org/entity/Q17636479,NV,89119,6653 S Las Vegas Blvd
http://ontology.daniel-motz.de/ontology#Pizzeria_383,Brio Tuscan Grille - North Bethesda,US,http://www.wikidata.org/entity/Q7355625,No Bethesda,20852,20 Paseo Dr
http://ontology.daniel-motz.de/ontology#Pizzeria_384,Brio Tuscan Grille - Danbury - Danbury Fair,US,Danbury,CT,6810,7 Backus Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_391,Brio Tuscan Grille - Marlton - The Promenade At Sagemore,US,http://www.wikidata.org/entity/Q122563468,Evesham Twp,8053,500 S Rt 73 10
http://ontology.daniel-motz.de/ontology#Pizzeria_398,Brio Tuscan Grille - Columbus - Easton,US,http://www.wikidata.org/entity/Q239870,OH,43219,3993 Easton Sta
http://ontology.daniel-motz.de/ontology#Pizzeria_412,Brio Tuscan Grille - Cherokee - Cherokee Casino,US,http://www.wikidata.org/entity/Q5092112,NC,28719,777 Casino Dr
http://ontology.daniel-motz.de/ontology#Pizzeria_445,Brio Tuscan Grille - Puerto Rico,US,http://www.wikidata.org/entity/Q749283,Alt De Berwind,924,1000 Mall Of San Juan Blvd
http://ontology.daniel-motz.de/ontology#Pizzeria_687,Brio Tuscan Grille - Lombard - The Shops On Butterfield,US,Lombard,IL,60148,330 Yorktown Ctr
http://ontology.daniel-motz.de/ontology#Pizzeria_838,Brio Tuscan Grille - Murray,US,http://www.wikidata.org/entity/Q116059033,Salt Lake Cty,84107,6173 S State St
http://ontology.daniel-motz.de/ontology#Pizzeria_19,Brio Tuscan Grille - Southlake - Southlake Town Square,US,Southlake,TX,76092,1431 Plaza Pl
http://ontology.daniel-motz.de/ontology#Pizzeria_231,Mr. Chung's,US,http://www.wikidata.org/entity/Q6914103,NJ,7960,78 Speedwell Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_289,Papa Murphy's Pizza,US,http://www.wikidata.org/entity/Q497793,OR,97702,61160 S Highway 97
http://ontology.daniel-motz.de/ontology#Pizzeria_273,Ken Stewart's Grille,US,http://www.wikidata.org/entity/Q163132,OH,44313,1970 W Market St
http://ontology.daniel-motz.de/ontology#Pizzeria_54,Pizza Bistro,US,Massapequa Park,NY,11762,4952 Merrick Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_851,Mc Kitchen,US,Miami,FL,33137,4141 N E 2nd Ave 101a
http://ontology.daniel-motz.de/ontology#Pizzeria_90,Taco Pronto,US,http://www.wikidata.org/entity/Q128349,KS,67205,8385 W 21st St N
http://ontology.daniel-motz.de/ontology#Pizzeria_721,Texadelphia,US,http://www.wikidata.org/entity/Q2230568,TX,77065,12914 Fm 1960 Rd W
http://ontology.daniel-motz.de/ontology#Pizzeria_124,The Hamilton Inn,US,Hoboken,Uptown,7030,708 Jersey Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_675,Sokai Sushi Bar - Flagler,US,Miami,FL,33174-1811,10141 W Flagler St
http://ontology.daniel-motz.de/ontology#Pizzeria_805,Cinders Wood Fire Grill,US,Mine Hill,NJ,7803,319 Rt
http://ontology.daniel-motz.de/ontology#Pizzeria_153,Philtower Building,US,http://www.wikidata.org/entity/Q44989,OK,74103,427 S Boston Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_51,Martinizing,US,http://www.wikidata.org/entity/Q590849,CO,80007,14805 W 64th Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_462,Pasquale's,US,Beckley,WV,25801,224 Harper Park Dr
http://ontology.daniel-motz.de/ontology#Pizzeria_489,The Pizza Lady,US,Pawcatuck,CT,6379,50 Liberty St
http://ontology.daniel-motz.de/ontology#Pizzeria_86,Little Italy Pizza,US,http://www.wikidata.org/entity/Q3322233,Mphs,38104,1495 Union Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_807,Cugino's Pizza,US,http://www.wikidata.org/entity/Q49350368,West Fort Lee,7024,2151 Lemoine Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_210,Donte's Restaurant & Pizza Shop,US,http://www.wikidata.org/entity/Q122594035,OH,44142,20850 Sheldon Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_279,That Pizza Place,US,http://www.wikidata.org/entity/Q166304,MT,59102,3189 King Ave W
http://ontology.daniel-motz.de/ontology#Pizzeria_304,Ristorante Via Alto 27,US,http://www.wikidata.org/entity/Q1101670,MA,1510,27 High St
http://ontology.daniel-motz.de/ontology#Pizzeria_357,Zuccos Restaurant,US,Pittsfield,MA,1201,451 Dalton Ave
http://ontology.daniel-motz.de/ontology#Pizzeria_637,Astoria Craft,US,Astoria,Queens,11102,1801 26th Rd
http://ontology.daniel-motz.de/ontology#Pizzeria_79,Lineage - Permanently Closed,US,http://www.wikidata.org/entity/Q49142,MA,2446,242 Harvard St
